DATE,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,CLD,OIL_T,MARK,OIL_P,CRB,VOLT,OAT,USD,FF,HP,MAP,RPM,HOURS,GSPD
2025-12-16 16:13:30,626.11,586.67,573.33,591.11,0,0,51.67,48.33,40.0,38.89,0,0,0,0,0,0,0,127,0,99,3,0,0,1024,33450,0
2025-12-16 16:13:31,626.11,586.67,573.33,591.11,0,0,51.67,48.33,40.0,38.89,0,0,0,0,0,0,0,127,0,99,3,0,0,1025,33450,0
2025-12-16 16:13:32,629.44,589.44,574.44,588.33,0,0,52.78,48.33,40.0,38.89,0,0,0,0,0,0,0,127,0,99,3,0,0,1025,33450,0
2025-12-16 16:13:33,631.11,591.67,576.67,590.56,0,0,53.89,48.33,40.56,39.44,0,0,0,0,0,0,0,127,0,99,3,0,0,1028,33450,0
2025-12-16 16:13:34,633.89,593.89,575.0,591.67,0,0,53.89,48.89,41.11,40.0,0,0,0,0,0,0,0,127,0,99,3,0,0,1034,33450,0
2025-12-16 16:13:35,637.78,595.56,577.22,591.67,0,0,55.56,49.44,42.22,41.11,0,0,0,0,0,0,0,127,0,99,2,0,0,1035,33450,0
2025-12-16 16:13:36,641.67,599.44,577.22,593.33,0,0,55.56,49.44,42.78,41.11,0,0,0,0,0,0,0,127,0,99,1,0,0,1039,33450,0
2025-12-16 16:13:37,651.67,605.56,578.89,593.89,0,0,55.56,50.0,43.33,41.67,0,0,0,0,0,0,0,127,0,99,1,0,0,1046,33450,0
2025-12-16 16:13:38,660.56,612.22,580.0,594.44,0,0,56.67,51.11,43.89,42.22,0,0,0,0,0,0,0,127,0,99,0,0,0,1043,33450,0
2025-12-16 16:13:39,671.11,619.44,580.0,596.11,0,0,58.33,51.67,45.0,42.78,0,0,0,0,0,0,0,127,0,99,0,0,0,1031,33450,0
2025-12-16 16:13:40,680.56,625.56,582.22,598.33,0,0,58.33,51.67,45.0,43.33,0,0,0,0,0,0,0,127,0,99,0,0,0,1013,33450,0
2025-12-16 16:13:41,686.11,628.89,583.33,600.0,0,0,59.44,52.78,45.0,43.89,0,0,0,0,0,0,0,127,0,99,0,0,0,1016,33450,0
2025-12-16 16:13:42,692.22,632.22,587.22,598.33,0,0,60.0,52.78,45.56,43.89,0,0,0,0,0,0,0,127,0,99,0,0,0,1051,33450,0
2025-12-16 16:13:43,692.22,632.78,588.33,600.0,0,0,58.89,54.44,45.56,44.44,0,0,0,0,0,0,0,127,0,99,0,0,0,1057,33450,0
2025-12-16 16:13:44,690.0,633.33,587.22,600.56,0,0,57.78,54.44,45.56,45.0,0,0,0,0,0,0,0,127,0,99,2,0,0,1059,33450,0
2025-12-16 16:13:45,688.89,633.33,589.44,600.56,0,0,57.22,55.0,46.11,45.56,0,0,0,0,0,0,0,127,0,99,2,0,0,1062,33450,0
2025-12-16 16:13:46,688.33,633.33,590.56,600.56,0,0,58.89,56.11,46.11,46.11,0,0,0,0,0,0,0,127,0,99,1,0,0,1063,33450,0
2025-12-16 16:13:47,688.33,631.67,590.56,600.56,0,0,59.44,56.11,46.11,46.67,0,0,0,0,0,0,0,127,0,99,1,0,0,1063,33450,0
2025-12-16 16:13:48,688.33,631.67,591.11,601.67,0,0,60.56,56.67,46.67,47.22,0,0,0,0,0,0,0,127,0,99,0,0,0,1064,33450,0
2025-12-16 16:13:49,688.33,631.67,591.67,602.78,0,0,61.67,57.78,48.33,47.78,0,0,0,0,0,0,0,127,0,99,0,0,0,1065,33450,0
2025-12-16 16:13:50,690.0,633.33,592.78,602.78,0,0,63.89,58.89,48.89,47.78,0,0,0,0,0,0,0,127,0,99,0,0,0,1064,33450,0
2025-12-16 16:13:51,690.56,633.89,592.78,603.89,0,0,64.44,59.44,50.0,48.89,0,0,0,0,0,0,0,127,0,99,0,0,0,1065,33450,0
2025-12-16 16:13:52,692.78,633.89,594.44,605.0,0,0,65.56,60.0,50.56,50.0,0,0,0,0,0,0,0,127,0,99,0,0,0,1071,33450,0
2025-12-16 16:13:53,692.78,631.67,595.0,607.22,0,0,65.56,60.0,50.56,50.0,0,0,0,0,0,0,0,127,0,99,0,0,0,1070,33450,0
2025-12-16 16:13:54,693.89,631.67,595.56,608.33,0,0,65.56,60.0,50.56,50.56,0,0,0,0,0,0,0,127,0,99,0,0,0,1072,33450,0
2025-12-16 16:13:55,695.56,633.33,596.67,609.44,0,0,65.56,60.0,52.22,50.56,0,0,0,0,0,0,0,127,0,99,1,0,0,1069,33450,0
2025-12-16 16:13:56,696.67,633.89,595.0,610.56,0,0,67.22,61.67,52.78,51.11,0,0,0,0,0,0,0,127,0,99,1,0,0,1072,33450,0
2025-12-16 16:13:57,697.22,634.44,597.78,611.11,0,0,67.22,61.67,53.33,52.22,0,0,0,0,0,0,0,130,0,99,9,0,0,1073,33450,0
2025-12-16 16:13:58,697.78,635.0,598.33,611.11,0,0,67.22,62.78,52.22,52.78,0,0,0,0,0,0,0,133,0,99,17,0,0,1072,33450,0
2025-12-16 16:13:59,697.78,635.56,598.89,611.11,0,0,67.78,63.33,53.89,52.78,0,0,0,0,0,0,0,133,0,99,14,0,0,1075,33450,0
2025-12-16 16:14:00,699.44,635.56,599.44,608.89,0,0,69.44,63.89,55.0,53.33,0,0,0,0,0,0,0,133,0,99,10,0,0,1074,33450,0
2025-12-16 16:14:01,699.44,636.11,599.44,611.11,0,0,69.44,63.89,55.56,53.89,0,0,0,0,0,0,0,133,0,99,8,0,0,1076,33450,0
2025-12-16 16:14:02,701.11,636.11,598.33,608.89,0,0,69.44,64.44,54.44,54.44,0,0,0,0,0,0,0,133,0,99,5,0,0,1074,33450,0
2025-12-16 16:14:03,701.11,636.11,600.56,606.11,0,0,70.0,65.56,56.11,55.0,0,0,0,0,0,0,0,133,0,99,4,0,0,1015,33450,0
2025-12-16 16:14:04,697.78,631.67,600.56,594.44,0,0,67.78,66.67,56.11,55.56,0,0,0,0,0,0,0,130,0,99,2,0,0,860,33450,0
2025-12-16 16:14:05,695.0,630.0,595.56,594.44,0,0,68.89,67.78,57.22,56.11,0,0,0,0,0,0,0,130,0,99,2,0,0,948,33450,0
2025-12-16 16:14:06,694.44,632.22,594.44,598.33,0,0,70.56,67.78,57.22,56.11,0,0,0,0,0,0,0,129,0,99,1,0,0,1072,33450,0
2025-12-16 16:14:07,696.67,635.56,598.33,601.11,0,0,71.11,67.78,58.33,56.67,0,0,0,0,0,0,0,129,0,99,1,0,0,1098,33450,0
2025-12-16 16:14:08,698.89,637.78,598.89,605.56,0,0,70.0,67.78,58.33,57.22,0,0,0,0,0,0,0,129,0,99,0,0,0,1102,33450,0
2025-12-16 16:14:09,701.11,638.89,601.67,607.78,0,0,72.78,68.33,58.33,57.78,0,0,0,0,0,0,0,128,0,99,0,0,0,1104,33450,0
2025-12-16 16:14:10,701.11,641.11,602.22,608.89,0,0,72.78,68.89,60.0,58.33,0,0,0,0,0,0,0,128,0,99,0,0,0,1106,33450,0
2025-12-16 16:14:11,702.78,641.11,603.89,611.11,0,0,72.78,68.89,60.0,58.89,0,0,0,0,0,0,0,128,0,99,0,0,0,1107,33450,0
2025-12-16 16:14:12,703.89,642.22,606.67,612.78,0,0,72.78,68.89,60.0,58.89,0,0,0,0,0,0,0,127,0,99,0,0,0,1107,33450,0
2025-12-16 16:14:13,705.56,644.44,607.22,613.89,0,0,74.44,70.0,61.11,60.0,0,0,0,0,0,0,0,126,0,99,0,0,0,1107,33450,0
